,AL-GR,AL-ME,AT-CH,AT-CZ,AT-DE_LU,AT-HU,AT-IT,AT-SI,BA-HR,BA-ME,BA-RS,BE-DE_LU,BE-FR,BE-GB,BE-LU,BE-NL,BG-GR,BG-MK,BG-RO,BG-RS,BG-TR,CH-AT,CH-DE_LU,CH-FR,CH-IT,CZ-AT,CZ-DE_LU,CZ-PL,CZ-SK,DE_LU-AT,DE_LU-BE,DE_LU-CH,DE_LU-CZ,DE_LU-FR,DE_LU-NL,DE_LU-PL,DK-NL,DK-NO,DK-SE,EE-FI,EE-LV,ES-FR,ES-PT,FI-EE,FI-NO,FI-SE,FR-BE,FR-CH,FR-DE_LU,FR-ES,FR-GB,FR-IT,GB-BE,GB-FR,GB-IE,GB-NL,GB-NO,GR-AL,GR-BG,GR-IT,GR-MK,GR-TR,HR-BA,HR-HU,HR-RS,HR-SI,HU-AT,HU-HR,HU-RO,HU-RS,HU-SI,HU-SK,IE-GB,IT-AT,IT-CH,IT-FR,IT-GR,IT-ME,IT-MT,IT-SI,LT-LV,LT-PL,LT-SE,LU-BE,LV-EE,LV-LT,ME-AL,ME-BA,ME-IT,ME-RS,MK-BG,MK-GR,MK-RS,MT-IT,NL-BE,NL-DE_LU,NL-DK,NL-GB,NL-NO,NO-DK,NO-FI,NO-GB,NO-NL,NO-SE,PL-CZ,PL-DE_LU,PL-LT,PL-SE,PL-SK,PT-ES,RO-BG,RO-HU,RO-RS,RS-BA,RS-BG,RS-HR,RS-HU,RS-ME,RS-MK,RS-RO,SE-DK,SE-FI,SE-LT,SE-NO,SE-PL,SI-AT,SI-HR,SI-HU,SI-IT,SK-CZ,SK-HU,SK-PL,TR-BG,TR-GR
2025-06-01 02:15:00+00:00,,,,0.0,1118.0,670.0,0.0,808.0,,,,427.0,0.0,0.0,210.0,,,,,,,,1860.0,,,555.0,0.0,26.0,1234.0,835.0,0.0,0.0,1300.0,0.0,399.0,1290.0,698.0,0.0,,,,0.0,,,,,1366.0,,3803.0,2960.0,,2931.0,1002.0,,,1020.0,,,,,,,,0.0,,0.0,0.0,587.0,347.0,,0.0,,,42.0,,0.0,,,106.0,0.0,,177.0,,0.0,,,,,,,,,,0.0,,949.0,0.0,0.0,,1036.0,,,,,0.0,0.0,0.0,,197.0,,,0.0,,,,,,,,,,,,,,0.0,999.0,44.0,192.0,0.0,,0.0,,
2025-06-01 02:30:00+00:00,,,,0.0,1132.0,676.0,0.0,833.0,,,,463.0,0.0,0.0,214.0,,,,,,,,1903.0,,,590.0,0.0,9.0,1290.0,879.0,0.0,0.0,1318.0,0.0,429.0,1374.0,700.0,0.0,,,,0.0,,,,,1449.0,,3897.0,2994.0,,3036.0,1002.0,,,1020.0,,,,,,,,0.0,,0.0,0.0,605.0,353.0,,0.0,,,45.0,,0.0,,,108.0,0.0,,178.0,,0.0,,,,,,,,,,0.0,,946.0,0.0,0.0,,1029.0,,,,,0.0,0.0,0.0,,215.0,,,0.0,,,,,,,,,,,,,,0.0,1005.0,40.0,191.0,0.0,,0.0,,
2025-06-01 02:45:00+00:00,,,,0.0,1136.0,650.0,0.0,815.0,,,,583.0,0.0,0.0,231.0,,,,,,,,1992.0,,,636.0,0.0,2.0,1296.0,868.0,0.0,0.0,1315.0,0.0,475.0,1431.0,700.0,0.0,,,,0.0,,,,,1578.0,,4011.0,2935.0,,3065.0,998.0,,,1020.0,,,,,,,,0.0,,0.0,0.0,608.0,355.0,,1.0,,,10.0,,0.0,,,109.0,0.0,,129.0,,0.0,,,,,,,,,,0.0,,985.0,0.0,0.0,,1013.0,,,,,0.0,0.0,0.0,,264.0,,,0.0,,,,,,,,,,,,,,0.0,970.0,30.0,207.0,0.0,,0.0,,
2025-06-01 03:00:00+00:00,0.0,229.0,0.0,0.0,909.0,483.0,0.0,744.0,0.0,425.0,0.0,614.0,0.0,0.0,192.0,524.0,59.0,101.0,149.0,51.0,0.0,722.0,1665.0,0.0,0.0,783.0,0.0,0.0,1141.0,852.0,0.0,0.0,1058.0,0.0,582.0,1014.0,700.0,0.0,0.0,0.0,315.0,0.0,3124.0,346.0,0.0,903.0,1572.0,2273.0,3782.0,2847.0,2286.0,2958.0,797.0,0.0,71.0,1019.0,918.0,152.0,0.0,0.0,0.0,0.0,268.0,0.0,129.0,0.0,0.0,616.0,272.0,171.0,59.0,0.0,4.0,15.0,264.0,0.0,0.0,0.0,112.0,0.0,0.0,95.0,0.0,0.0,0.0,667.0,0.0,7.0,590.0,0.0,0.0,187.0,10.0,0.0,0.0,565.0,0.0,0.0,0.0,869.0,4.0,0.0,0.0,1747.0,230.0,0.0,0.0,0.0,408.0,0.0,1.0,0.0,85.0,109.0,0.0,0.0,0.0,5.0,0.0,0.0,1918.0,490.0,229.0,0.0,581.0,0.0,623.0,0.0,384.0,0.0,1730.0,0.0,194.0,122.0
2025-06-01 03:15:00+00:00,,,,0.0,903.0,507.0,0.0,752.0,,,,659.0,0.0,0.0,207.0,,,,,,,,1505.0,,,955.0,1.0,0.0,1070.0,748.0,0.0,0.0,962.0,0.0,615.0,924.0,699.0,0.0,,,,0.0,,,,,1529.0,,3741.0,2980.0,,2924.0,794.0,,,1019.0,,,,,,,,0.0,,0.0,0.0,657.0,292.0,,72.0,,,26.0,,0.0,,,114.0,0.0,,138.0,,0.0,,,,,,,,,,0.0,,510.0,0.0,0.0,,764.0,,,,,410.0,0.0,0.0,,390.0,,,0.0,,,,,,,,,,,,,,0.0,627.0,0.0,376.0,0.0,,0.0,,
2025-06-01 03:30:00+00:00,,,,0.0,861.0,434.0,15.0,732.0,,,,487.0,0.0,0.0,199.0,,,,,,,,1467.0,,,938.0,31.0,0.0,1002.0,598.0,0.0,0.0,873.0,0.0,620.0,941.0,687.0,0.0,,,,0.0,,,,,1481.0,,3666.0,3023.0,,2918.0,794.0,,,1019.0,,,,,,,,0.0,,0.0,0.0,672.0,273.0,,99.0,,,0.0,,0.0,,,122.0,0.0,,172.0,,0.0,,,,,,,,,,0.0,,476.0,0.0,0.0,,693.0,,,,,459.0,0.0,0.0,,452.0,,,0.0,,,,,,,,,,,,,,0.0,533.0,0.0,478.0,0.0,,0.0,,
2025-06-01 03:45:00+00:00,,,,0.0,885.0,387.0,0.0,713.0,,,,374.0,0.0,0.0,243.0,,,,,,,,1502.0,,,902.0,66.0,0.0,891.0,537.0,0.0,0.0,743.0,0.0,572.0,939.0,650.0,0.0,,,,0.0,,,,,1767.0,,3655.0,3048.0,,2860.0,792.0,,,1012.0,,,,,,,,0.0,,0.0,0.0,657.0,252.0,,108.0,,,2.0,,0.0,,,127.0,0.0,,120.0,,0.0,,,,,,,,,,0.0,,578.0,0.0,0.0,,638.0,,,,,348.0,0.0,0.0,,408.0,,,0.0,,,,,,,,,,,,,,0.0,464.0,0.0,526.0,0.0,,0.0,,
2025-06-01 04:00:00+00:00,0.0,378.0,0.0,0.0,679.0,281.0,13.0,678.0,0.0,212.0,0.0,216.0,0.0,0.0,216.0,633.0,67.0,144.0,202.0,177.0,0.0,430.0,1348.0,0.0,0.0,968.0,122.0,0.0,809.0,577.0,9.0,0.0,672.0,0.0,495.0,571.0,679.0,0.0,0.0,0.0,406.0,0.0,3032.0,346.0,0.0,827.0,1817.0,2220.0,3477.0,2985.0,2123.0,2752.0,670.0,0.0,311.0,980.0,1182.0,255.0,0.0,0.0,0.0,0.0,36.0,0.0,42.0,0.0,0.0,726.0,231.0,163.0,161.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,132.0,0.0,0.0,22.0,87.0,0.0,0.0,880.0,0.0,81.0,570.0,92.0,0.0,122.0,0.0,0.0,0.0,681.0,0.0,0.0,0.0,589.0,5.0,0.0,0.0,775.0,553.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,161.0,186.0,0.0,0.0,0.0,0.0,51.0,0.0,1714.0,518.0,0.0,115.0,588.0,0.0,372.0,0.0,708.0,0.0,1574.0,0.0,206.0,136.0
2025-06-01 04:15:00+00:00,,,,0.0,704.0,236.0,0.0,682.0,,,,250.0,0.0,0.0,220.0,,,,,,,,1335.0,,,986.0,434.0,0.0,799.0,374.0,0.0,0.0,946.0,0.0,400.0,287.0,668.0,0.0,,,,0.0,,,,,1786.0,,3366.0,2983.0,,2597.0,669.0,,,979.0,,,,,,,,0.0,,0.0,0.0,726.0,236.0,,184.0,,,15.0,,0.0,,,134.0,0.0,,63.0,,0.0,,,,,,,,,,0.0,,775.0,0.0,0.0,,553.0,,,,,556.0,0.0,0.0,,487.0,,,0.0,,,,,,,,,,,,,,0.0,315.0,0.0,754.0,0.0,,0.0,,
2025-06-01 04:30:00+00:00,,,,0.0,652.0,156.0,0.0,640.0,,,,234.0,0.0,0.0,203.0,,,,,,,,1397.0,,,962.0,507.0,0.0,685.0,309.0,0.0,0.0,912.0,0.0,320.0,134.0,639.0,0.0,,,,0.0,,,,,1743.0,,3351.0,3002.0,,2632.0,669.0,,,980.0,,,,,,,,0.0,,0.0,0.0,724.0,217.0,,215.0,,,14.0,,0.0,,,126.0,0.0,,151.0,,0.0,,,,,,,,,,0.0,,933.0,0.0,0.0,,690.0,,,,,592.0,1.0,0.0,,538.0,,,0.0,,,,,,,,,,,,,,0.0,240.0,0.0,841.0,0.0,,0.0,,
2025-06-01 04:45:00+00:00,,,,0.0,628.0,118.0,0.0,606.0,,,,181.0,0.0,0.0,181.0,,,,,,,,1319.0,,,946.0,534.0,0.0,615.0,270.0,28.0,0.0,900.0,0.0,430.0,118.0,623.0,0.0,,,,0.0,,,,,1566.0,,3142.0,3014.0,,2506.0,643.0,,,490.0,,,,,,,,0.0,,0.0,0.0,717.0,191.0,,230.0,,,21.0,,0.0,,,127.0,0.0,,96.0,,0.0,,,,,,,,,,0.0,,730.0,0.0,0.0,,690.0,,,,,538.0,1.0,0.0,,509.0,,,0.0,,,,,,,,,,,,,,0.0,150.0,0.0,893.0,0.0,,0.0,,
2025-06-01 05:00:00+00:00,0.0,400.0,0.0,0.0,576.0,56.0,1.0,502.0,122.0,65.0,0.0,105.0,0.0,0.0,105.0,84.0,64.0,112.0,139.0,245.0,22.0,133.0,1298.0,0.0,0.0,872.0,531.0,0.0,479.0,273.0,259.0,0.0,901.0,0.0,610.0,72.0,458.0,0.0,0.0,0.0,541.0,0.0,3176.0,332.0,1.0,332.0,1539.0,1354.0,2582.0,3138.0,2076.0,2138.0,141.0,0.0,457.0,0.0,1118.0,319.0,1.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,6.0,698.0,136.0,175.0,216.0,0.0,0.0,0.0,437.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,364.0,0.0,0.0,1034.0,0.0,81.0,587.0,251.0,0.0,39.0,0.0,0.0,14.0,94.0,0.0,157.0,0.0,502.0,1.0,0.0,0.0,499.0,535.0,48.0,0.0,0.0,429.0,0.0,2.0,0.0,345.0,207.0,0.0,12.0,0.0,0.0,115.0,0.0,1721.0,17.0,0.0,292.0,589.0,0.0,188.0,0.0,795.0,0.0,1041.0,0.0,42.0,47.0
2025-06-01 05:15:00+00:00,,,,0.0,672.0,0.0,0.0,422.0,,,,72.0,0.0,0.0,72.0,,,,,,,,1010.0,,,812.0,692.0,0.0,295.0,225.0,251.0,0.0,843.0,0.0,822.0,0.0,278.0,0.0,,,,0.0,,,,,1078.0,,1987.0,3027.0,,1823.0,116.0,,,0.0,,,,,,,,0.0,,0.0,50.0,698.0,115.0,,235.0,,,0.0,,0.0,,,129.0,0.0,,29.0,,0.0,,,,,,,,,,0.0,,0.0,0.0,156.0,,501.0,,,,,526.0,207.0,0.0,,423.0,,,0.0,,,,,,,,,,,,,,0.0,117.0,0.0,781.0,0.0,,0.0,,
2025-06-01 05:30:00+00:00,,,,0.0,755.0,0.0,11.0,415.0,,,,88.0,0.0,0.0,88.0,,,,,,,,973.0,,,749.0,802.0,0.0,137.0,251.0,266.0,0.0,727.0,0.0,715.0,0.0,236.0,0.0,,,,0.0,,,,,1002.0,,1834.0,3069.0,,1769.0,116.0,,,0.0,,,,,,,,0.0,,0.0,142.0,740.0,77.0,,275.0,,,0.0,,0.0,,,128.0,0.0,,183.0,,0.0,,,,,,,,,,0.0,,0.0,0.0,156.0,,499.0,,,,,601.0,454.0,0.0,,503.0,,,0.0,,,,,,,,,,,,,,0.0,3.0,0.0,934.0,0.0,,0.0,,
